ID,Cohort,Age,Acert,Year,Capture,Exclude,Treatment,Mass,Leg,Teeth,Repro,Parturition,PYsex,PYid,SurvLPY,SurvWN,PYLastObs,PYFound,Dead,HRDead,CaptDay,AgeC,CohortStart,CohortDay,Cond,PCond,PMass,mGain,Eff,PEff,DaysObs,xMed,indVeg7,indDens7,indWin7,indVeg21,indDens21,indWin21,mLeg,mMass,mMGain,mCond,nFem,nka,nSA,nPrime,PropPrime,Ratio,PRatio
54,2008,7,1,2015,2015-08-29,0,0,28.25,541,3,0,NA,NA,NA,NA,NA,NA,NA,1,1,241,4,2014-08-01,NA,0.09161743353117878,NA,NA,NA,0,2,79,37406,NA,NA,NA,NA,NA,NA,529.0603448275862,25.93695652173913,0.15357142857142858,-0.41865242001705805,137,97,2,65,0.6701030927835051,0.014598540145985401,0.043795620437956206
54,2008,8,1,2016,2016-08-21,0,0,31.5,548,3,1,2016-01-10,1,942,1,1,2017-12-31,03-2018,1,1,234,4,2015-08-01,163,1.0732456017507583,1.5276422716258549,31,0.5,3,0,68,37471,181.33793854910198,2.6310897959183674,42,270.371575235444,2.481439393939394,86,532.1192660550458,28.211009174311926,1.4320652173913044,0.44264359134786213,127,89,49,67,0.7528089887640449,0.3858267716535433,0.014598540145985401
54,2008,9,1,2017,2017-09-01,0,0,29.25,545,4,0,NA,NA,NA,NA,NA,NA,NA,1,1,244,4,2016-08-01,NA,0.32376049482895347,0.09161743353117878,28.25,1,0,3,12,37259,NA,NA,NA,NA,NA,NA,533.1730769230769,26.50721153846154,0.2363013698630137,-0.3535740463762205,131,87,23,55,0.632183908045977,0.17557251908396945,0.3858267716535433
55,2000,8,4,2008,2008-08-22,0,0,25.5,514,4,0,NA,NA,NA,NA,NA,NA,NA,1,0,235,4,2007-08-01,NA,0.14510933296886086,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
55,2000,9,4,2009,2009-09-01,0,0,27.25,526,4,1,2008-12-29,2,125,1,1,NA,NA,1,0,244,4,2008-08-01,151,0.3626316732869893,NA,NA,NA,3,0,12,38018.5,NA,4.4491286307053945,28,613.8148036326023,5.639362720403023,80,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
55,2000,10,4,2010,2011-01-21,0,0,NA,NA,NA,1,2010-05-24,1,328,1,0,2011-01-31,01-2011,1,0,21,NA,2009-08-01,297,NA,NA,NA,NA,2,3,51,37915,404.13210730794685,5.527702040816327,64,744.9646620501651,6.122438287153653,70,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
55,2000,11,4,2011,2011-10-31,0,0,24.5,544,2,0,NA,NA,NA,NA,NA,NA,NA,1,0,304,5,2010-08-01,NA,-1.7500179583527213,0.14510933296886086,25.5,-1,0,2,33,37891,NA,NA,NA,NA,NA,NA,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
55,2000,12,4,2012,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,5,2011-08-01,NA,NA,-1.7500179583527213,24.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
57,2006,3,2,2009,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2008-08-01,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
57,2006,4,2,2010,NA,0,0,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,2009-08-01,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
57,2006,7,2,2013,NA,0,0,NA,NA,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,4,2012-08-01,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
58,2006,3,2,2009,2010-02-23,0,0,NA,NA,NA,1,2009-05-09,1,173,1,1,NA,NA,1,1,54,3,2008-08-01,282,NA,0.13049700203454456,24.75,NA,3,NA,10,37699.5,NA,4.567926530612245,51,678.0033094362165,5.884866498740554,77,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
58,2006,4,2,2010,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,2009-08-01,NA,NA,NA,NA,NA,0,3,44,37425.5,NA,NA,NA,NA,NA,NA,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
58,2006,5,2,2011,2011-08-25,0,0,23.25,495,4,1,NA,NA,NA,0,0,2011-07-31,08-2011,1,1,237,3,2010-08-01,NA,-0.01916778277720373,NA,NA,NA,1,0,39,37645,NA,NA,NA,NA,NA,NA,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
58,2006,6,2,2012,2012-08-15,0,0,24.75,507,5,1,NA,NA,NA,0,0,2012-06-30,08-2012,1,1,228,3,2011-08-01,NA,0.13049700203454456,-0.01916778277720373,23.25,1.5,1,1,78,37571,NA,NA,NA,NA,NA,NA,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
58,2006,7,2,2013,NA,0,0,NA,NA,NA,2,NA,NA,NA,2,2,NA,NA,1,1,NA,4,2012-08-01,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
59,NA,NA,0,2008,2008-08-23,0,0,26.5,511,5,1,2007-12-30,1,60,1,0,2008-10-31,12-2008,NA,NA,236,NA,2007-08-01,152,0.7513814285212773,NA,NA,NA,2,NA,NA,NA,NA,NA,31,NA,4.464447368421053,67,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
59,NA,NA,0,2009,NA,0,0,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2008-08-01,NA,NA,0.048279320298431336,27.5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
59,NA,NA,0,2010,NA,0,0,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2009-08-01,NA,NA,NA,NA,NA,2,2,14,38181,NA,NA,NA,NA,NA,NA,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
59,NA,NA,0,2011,2011-06-29,0,0,NA,NA,NA,1,2010-10-26,1,366,1,0,2011-09-30,09-2011,NA,NA,180,NA,2010-08-01,87,NA,0.7513814285212773,26.5,NA,2,2,11,38205,410.4604264411359,6.389506172839506,40,686.1381733731597,5.211687657430731,74,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
59,NA,NA,0,2012,NA,0,0,NA,NA,NA,1,2011-12-20,2,NA,1,2,NA,NA,NA,NA,NA,NA,2011-08-01,142,NA,NA,NA,NA,2,2,38,38077,361.0551575751399,4.654737704918032,41,277.36880272139973,4.551604534005038,73,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
59,NA,NA,0,2013,2013-09-24,0,0,27.5,535,3,1,2013-02-01,2,634,1,0,2013-10-31,10-2013,NA,NA,267,NA,2012-08-01,185,0.048279320298431336,NA,NA,NA,2,2,25,38088,144.68903146976365,4.323950819672131,44,286.57782143272607,4.27152644836272,60,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
61,1998,10,4,2008,2008-08-24,0,0,32,513,4,0,NA,NA,NA,NA,NA,NA,NA,1,0,237,NA,2007-08-01,NA,2.9093498632574537,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
61,1998,11,4,2009,2009-09-06,0,0,32.25,530,3,1,2008-12-03,1,144,1,1,NA,NA,1,0,249,5,2008-08-01,125,2.1880070899752524,1.5375042389262985,32.25,0,3,0,10,37521,NA,4.459423255813953,29,597.211784637614,5.61716120906801,80,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
61,1998,12,4,2010,2010-09-20,0,0,32.25,544,3,1,2010-01-17,1,268,1,0,2011-08-31,08-2011,1,0,263,5,2009-08-01,170,1.5375042389262985,NA,NA,NA,2,3,42,37536,389.29005691015453,6.07205737704918,39,701.4022602713904,6.207477272727273,78,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
61,1998,13,4,2011,2011-08-06,0,0,29.75,541,2,0,NA,NA,NA,NA,NA,NA,NA,1,0,218,5,2010-08-01,NA,0.7103921430523157,2.9093498632574537,32,-2.25,0,2,43,37473.5,NA,NA,NA,NA,NA,NA,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
61,1998,14,4,2012,2012-09-06,0,0,30.25,542,1,1,NA,NA,NA,0,0,2012-05-31,08-2012,1,0,250,5,2011-08-01,NA,0.8636448186962792,0.7103921430523157,29.75,0.5,1,0,81,37470,NA,NA,NA,NA,NA,NA,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
61,1998,15,4,2013,2013-08-19,0,0,29.25,544,1,1,NA,NA,NA,0,0,2013-07-31,08-2013,1,0,231,5,2012-08-01,NA,0.36961425444651524,0.8636448186962792,30.25,-1,1,1,50,37396,NA,NA,NA,NA,NA,NA,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
61,1998,16,4,2014,NA,0,0,NA,NA,NA,1,NA,NA,NA,0,0,2014-03-31,07-2014,1,0,NA,5,2013-08-01,NA,NA,0.36961425444651524,29.25,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,528.3135593220339,27.334745762711865,1.069767441860465,0.24242423199779278,137,94,6,65,0.6914893617021277,0.043795620437956206,0.007874015748031496
64,NA,NA,0,2008,2008-08-24,0,0,29,509,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,2007-08-01,NA,1.9277063038291633,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
64,NA,NA,0,2009,2009-08-31,0,0,32,538,4,1,2008-11-19,1,123,1,1,NA,NA,NA,NA,243,NA,2008-08-01,111,1.7211109469681178,0.867499815609575,33,-1,3,0,10,38232.5,NA,4.466069651741294,26,NA,5.574458438287154,73,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
64,NA,NA,0,2010,2010-07-21,0,0,31.5,542,3,1,2009-10-16,1,202,1,1,NA,NA,NA,NA,202,NA,2009-08-01,77,1.3479475308860616,1.7211109469681178,32,-0.5,3,3,36,38091,375.9874672346021,5.769008230452675,34,633.2374498645495,6.067891414141414,90,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
64,NA,NA,0,2011,2011-06-07,0,0,NA,NA,NA,1,2010-09-15,1,356,1,1,2012-05-31,08-2012,NA,NA,158,NA,2010-08-01,46,NA,1.3479475308860616,31.5,NA,3,3,28,38060.5,445.69833949641577,6.046036885245901,52,700.0958678213042,5.363831658291457,71,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
64,NA,NA,0,2012,2012-08-16,0,0,33,558,3,1,2011-12-01,1,480,1,0,2012-10-31,11-2012,NA,NA,229,NA,2011-08-01,123,1.1786553329298524,-0.46233310827589913,29.75,3.25,2,3,71,38157,389.9254689918628,4.796381147540983,41,281.3868346559607,4.511738035264483,75,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
64,NA,NA,0,2013,2013-08-30,0,0,32.75,563,2,1,2012-12-25,1,614,1,0,2013-10-31,10-2013,NA,NA,242,NA,2012-08-01,147,0.8649806604724383,1.1786553329298524,33,-0.25,2,2,53,38051.5,141.28701482305505,4.379958847736625,26,282.5057253203119,4.426450881612091,61,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
64,NA,NA,0,2014,2014-08-25,0,0,33,565,2,1,2013-12-24,1,710,1,0,2015-03-31,07-2015,NA,NA,237,NA,2013-08-01,146,0.867499815609575,0.8649806604724383,32.75,0.25,2,2,55,38124,150.78272956486808,4.323423868312757,28,217.79554288023604,3.375528967254408,62,528.3135593220339,27.334745762711865,1.069767441860465,0.24242423199779278,137,94,6,65,0.6914893617021277,0.043795620437956206,0.007874015748031496
64,NA,NA,0,2015,2015-08-22,0,0,28.25,560,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,2014-08-01,NA,-0.7709502237864451,1.9277063038291633,29,-0.75,0,2,76,38026,NA,NA,NA,NA,NA,NA,529.0603448275862,25.93695652173913,0.15357142857142858,-0.41865242001705805,137,97,2,65,0.6701030927835051,0.014598540145985401,0.043795620437956206
64,NA,NA,0,2016,2016-08-06,0,0,32.5,561,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,2015-08-01,NA,0.8620853931604736,-0.7709502237864451,28.25,4.25,0,0,66,37993,NA,NA,NA,NA,NA,NA,532.1192660550458,28.211009174311926,1.4320652173913044,0.44264359134786213,127,89,49,67,0.7528089887640449,0.3858267716535433,0.014598540145985401
64,NA,NA,0,2017,2017-08-29,0,0,29.75,567,2,1,2017-01-13,1,1032,0,0,2017-03-31,08-2017,NA,NA,241,NA,2016-08-01,166,-0.46233310827589913,NA,NA,NA,1,0,67,38049.5,162.60203647012085,2.4746311475409835,41,249.64779078660666,2.5716166666666664,71,533.1730769230769,26.50721153846154,0.2363013698630137,-0.3535740463762205,131,87,23,55,0.632183908045977,0.17557251908396945,0.3858267716535433
64,NA,NA,0,2018,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-01,NA,NA,0.8620853931604736,32.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,531.8,26.651234567901234,0.3769230769230769,-0.2334322330272324,108,67,24,41,0.6119402985074627,0.2222222222222222,0.17557251908396945
66,NA,NA,0,2008,2008-08-24,0,0,24.5,515,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,2007-08-01,NA,-0.3818656453124711,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
66,NA,NA,0,2009,2009-09-01,0,0,25,513,4,1,2009-02-03,2,126,1,1,NA,NA,NA,NA,244,NA,2008-08-01,187,-0.04309879386436678,-0.3818656453124711,24.5,0.5,3,0,NA,NA,NA,4.427303278688525,37,636.0401821756494,5.642327455919395,76,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
68,2000,8,4,2008,2008-08-25,0,0,24.5,495,4,1,2008-01-02,1,69,1,0,2008-11-30,12-2008,1,0,238,4,2007-08-01,155,0.6076712251241102,-1.1560202526769374,24,0.5,2,NA,NA,NA,NA,NA,33,NA,4.465973856209151,65,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
68,2000,9,4,2009,2009-10-22,0,0,26,500,2,1,2009-01-26,1,158,1,1,NA,NA,1,0,295,4,2008-08-01,179,1.0674739028985827,0.6076712251241102,24.5,1.5,3,2,NA,NA,NA,4.4292295081967215,34,629.8064789629485,5.644611111111112,77,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
68,2000,10,4,2010,2010-08-15,0,0,25.5,511,2,1,2010-01-10,2,244,1,1,NA,NA,1,0,227,NA,2009-08-01,163,0.2912980279209366,1.0674739028985827,26,-0.5,3,3,32,37636,385.6699221140138,6.0890696721311475,36,696.9263311624695,6.174015151515151,79,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
68,2000,11,4,2011,2011-06-28,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,179,5,2010-08-01,NA,NA,NA,NA,NA,0,3,30,37707.5,NA,NA,NA,NA,NA,NA,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
68,2000,12,4,2012,2012-08-28,0,0,24,526,2,1,NA,NA,NA,0,0,2012-06-30,08-2012,1,0,241,5,2011-08-01,NA,-1.1560202526769374,-1.784986485327286,22.5,1.5,1,0,81,37550.5,NA,NA,NA,NA,NA,NA,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
68,2000,13,4,2013,2013-08-17,0,0,23.5,524,2,0,NA,NA,NA,NA,NA,NA,NA,1,0,229,5,2012-08-01,NA,-1.312673358885583,NA,NA,NA,0,1,57,37501,NA,NA,NA,NA,NA,NA,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
68,2000,14,4,2014,2014-07-29,0,0,22.5,523,2,0,NA,NA,NA,NA,NA,NA,NA,1,0,210,5,2013-08-01,NA,-1.784986485327286,-1.312673358885583,23.5,-1,0,0,40,37193,NA,NA,NA,NA,NA,NA,528.3135593220339,27.334745762711865,1.069767441860465,0.24242423199779278,137,94,6,65,0.6914893617021277,0.043795620437956206,0.007874015748031496
70,2005,4,4,2008,2008-08-25,0,0,30,525,4,1,NA,NA,NA,0,0,NA,NA,1,0,238,3,2007-08-01,NA,1.5598236500605072,1.0543468947164047,30.5,-0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
70,2005,5,4,2009,2009-10-28,0,0,32.5,520,4,1,2009-03-03,1,163,1,1,NA,NA,1,0,301,3,2008-08-01,215,2.755983188293327,NA,NA,NA,3,1,NA,NA,NA,4.445325102880658,46,649.7167482626203,5.6619166666666665,74,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
70,2005,6,4,2010,2010-10-26,0,1,33.25,532,2,1,2010-01-07,1,293,1,2,NA,NA,1,0,299,3,2009-08-01,160,2.4591754773574253,2.755983188293327,32.5,0.75,2,3,29,37443.5,384.1184357728106,6.096360655737705,36,695.0080758300747,6.159674242424242,77,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
70,2005,7,4,2011,NA,0,2,NA,NA,NA,1,2010-11-20,2,465,1,0,2012-08-31,08-2012,1,0,NA,4,2010-08-01,112,NA,-1.7203432316891223,24.75,NA,2,2,24,37409,392.0139168256881,6.507696721311476,37,686.0612787225954,5.1593994974874375,73,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
70,2005,8,4,2012,2012-11-02,0,0,32,540,3,1,NA,NA,NA,0,0,2012-05-31,08-2012,1,0,307,4,2011-08-01,NA,1.6285370827831713,1.5598236500605072,30,2,1,2,77,37501,NA,NA,NA,NA,NA,NA,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
70,2005,9,4,2013,2013-09-20,0,0,30.75,547,1,1,NA,NA,NA,0,0,2013-08-31,08-2013,1,0,263,4,2012-08-01,NA,0.8305526620877444,1.6285370827831713,32,-1.25,1,1,47,37519,NA,NA,NA,NA,NA,NA,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
70,2005,10,4,2014,2014-08-11,0,0,30.5,540,2,0,NA,NA,NA,NA,NA,NA,NA,1,0,223,NA,2013-08-01,NA,1.0543468947164047,NA,NA,NA,0,1,53,37572,NA,NA,NA,NA,NA,NA,528.3135593220339,27.334745762711865,1.069767441860465,0.24242423199779278,137,94,6,65,0.6914893617021277,0.043795620437956206,0.007874015748031496
70,2005,11,4,2015,2015-09-06,0,0,24.75,546,1,1,NA,NA,NA,0,0,NA,NA,1,0,249,5,2014-08-01,NA,-1.7203432316891223,0.8305526620877444,30.75,-6,1,0,17,37418,NA,NA,NA,NA,NA,NA,529.0603448275862,25.93695652173913,0.15357142857142858,-0.41865242001705805,137,97,2,65,0.6701030927835051,0.014598540145985401,0.043795620437956206
74,NA,NA,0,2008,2008-08-25,0,0,22,456,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,2007-08-01,NA,1.3763905504647524,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
74,NA,NA,0,2009,NA,0,0,NA,NA,NA,1,NA,NA,NA,1,0,2009-08-31,09-2009,NA,NA,NA,NA,2008-08-01,NA,NA,1.3763905504647524,22,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
76,1995,13,4,2008,2008-08-25,0,0,24.5,489,6,1,2008-01-02,2,77,1,1,NA,NA,1,0,238,5,2007-08-01,155,0.9128424608826934,-2.561993409024404,20.5,4,3,NA,NA,NA,NA,NA,33,NA,4.465973856209151,65,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
76,1995,14,4,2009,2009-08-30,0,0,25.25,500,4,1,2009-01-10,1,119,1,1,NA,NA,1,0,242,5,2008-08-01,163,0.7172161105021704,0.9128424608826934,24.5,0.75,3,3,11,37979,NA,4.441295081967213,30,619.5892365044941,5.644409090909091,76,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
76,1995,15,4,2010,2010-10-19,0,0,26.5,509,3,1,2010-01-15,2,276,1,1,NA,NA,1,0,292,5,2009-08-01,168,0.849365856951437,0.7172161105021704,25.25,1.25,3,3,58,37951,388.25573268268573,6.076918032786885,37,700.1234233831274,6.197916666666667,79,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
76,1995,16,4,2011,2011-06-30,0,0,NA,NA,NA,1,NA,NA,NA,0,0,2011-05-31,05-2011,1,0,181,5,2010-08-01,NA,NA,NA,NA,NA,1,3,34,37946,NA,NA,NA,NA,NA,NA,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
76,1995,17,4,2012,2012-08-30,0,0,23.5,520,2,1,NA,NA,NA,0,0,2012-08-31,08-2012,1,0,243,5,2011-08-01,NA,-1.1213990185354659,NA,NA,NA,1,1,81,37954,NA,NA,NA,NA,NA,NA,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
76,1995,18,4,2013,2013-08-13,0,0,20.5,516,2,1,NA,NA,NA,0,0,2013-08-31,08-2013,1,0,225,5,2012-08-01,NA,-2.561993409024404,-1.1213990185354659,23.5,-3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,525.6779661016949,25.732881355932204,-0.057121212121212114,-0.37004406803596296,127,92,1,60,0.6521739130434783,0.007874015748031496,0.14423076923076922
77,2008,3,1,2011,2011-06-28,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,3,2010-08-01,NA,NA,NA,NA,NA,0,NA,35,37649,NA,NA,NA,NA,NA,NA,524.3333333333334,26.64,-0.43333333333333335,0.13365327312573988,88,61,5,27,0.4426229508196721,0.056818181818181816,0.31666666666666665
77,2008,4,1,2012,NA,0,0,NA,NA,NA,1,2012-01-20,1,NA,1,2,NA,NA,NA,NA,NA,3,2011-08-01,173,NA,NA,NA,NA,2,0,47,37713,330.2348271242769,4.5753510204081635,44,269.99552287480054,4.605121212121212,74,524.2631578947369,26.43936842105263,0.29627906976744184,0.012295458228310279,104,72,15,35,0.4861111111111111,0.14423076923076922,0.056818181818181816
78,1998,10,4,2008,2008-08-25,0,0,27,508,4,1,2008-01-10,1,79,1,1,NA,NA,1,0,238,NA,2007-08-01,163,1.1221037548574346,NA,NA,NA,3,NA,NA,NA,NA,NA,34,NA,4.4718853503184715,66,511.56756756756755,27,0.7884615384615384,0.8873778813049912,37,24,13,7,0.2916666666666667,0.35135135135135137,NA
78,1998,11,4,2009,NA,0,0,NA,NA,NA,1,2009-04-20,2,193,1,1,NA,NA,1,0,NA,5,2008-08-01,263,NA,1.1221037548574346,27,NA,3,3,12,38011.5,NA,4.486735772357724,49,669.9195785086309,5.852675062972292,76,517.1578947368421,27.81578947368421,0.19642857142857142,0.9702145694053551,39,29,20,8,0.27586206896551724,0.5128205128205128,0.35135135135135137
78,1998,12,4,2010,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,5,2009-08-01,NA,NA,NA,NA,NA,0,3,39,38006.5,NA,NA,NA,NA,NA,NA,518.3157894736842,28.364864864864863,1.1022222222222222,1.1844972561339728,60,40,19,16,0.4,0.31666666666666665,0.5128205128205128
